Train Caffe Model Done,,,,,,,,,,
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10623_left.png ,Level2 PNG ,51.1500%,Level0 PNG ,45.4100%,Level1 PNG ,3.4400%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/15493_right.png ,Level0 PNG ,82.0300%,Level1 PNG ,14.8100%,Level4 PNG ,2.4200%,Level2 PNG ,0.7400%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/13704_left.png ,Level0 PNG ,98.9600%,Level1 PNG ,1.0400%,Level2 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/13820_left.png ,Level0 PNG ,99.5500%,Level1 PNG ,0.300%,Level4 PNG ,0.1300%,Level2 PNG ,0.0200%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/10306_right.png ,Level3 PNG ,89.0600%,Level2 PNG ,10.6500%,Level0 PNG ,0.2800%,Level1 PNG ,0.0100%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/12789_right.png ,Level2 PNG ,100%,Level0 PNG ,0%,Level1 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/13252_right.png ,Level0 PNG ,96.6500%,Level1 PNG ,3.3500%,Level2 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/14731_right.png ,Level1 PNG ,98.1100%,Level2 PNG ,1.0900%,Level0 PNG ,0.800%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/10339_right.png ,Level0 PNG ,87.1600%,Level1 PNG ,11.2800%,Level2 PNG ,1.5600%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/13971_right.png ,Level0 PNG ,99.9900%,Level2 PNG ,0.0100%,Level1 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/11863_left.png ,Level2 PNG ,99.2700%,Level3 PNG ,0.6300%,Level1 PNG ,0.100%,Level0 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/10438_right.png ,Level2 PNG ,100%,Level0 PNG ,0%,Level1 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/16561_left.png ,Level0 PNG ,96.3400%,Level2 PNG ,3.6600%,Level1 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/12589_left.png ,Level2 PNG ,99.9900%,Level1 PNG ,0.0100%,Level3 PNG ,0%,Level0 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/13773_right.png ,Level2 PNG ,100%,Level0 PNG ,0%,Level4 PNG ,0%,Level1 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/12089_left.png ,Level2 PNG ,97.0600%,Level1 PNG ,1.9400%,Level4 PNG ,1.0100%,Level3 PNG ,0%,Level0 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/16971_right.png ,Level0 PNG ,86.800%,Level4 PNG ,4.9900%,Level2 PNG ,4.2500%,Level1 PNG ,3.9400%,Level3 PNG ,0.0300%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/1851_right.png ,Level2 PNG ,99.4500%,Level0 PNG ,0.4500%,Level4 PNG ,0.0900%,Level1 PNG ,0.0100%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/15594_left.png ,Level2 PNG ,99.9900%,Level0 PNG ,0.0100%,Level4 PNG ,0%,Level1 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/1050_right.png ,Level1 PNG ,100%,Level2 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%,Level0 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/13651_left.png ,Level2 PNG ,100%,Level0 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%,Level1 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/15080_left.png ,Level2 PNG ,98.7200%,Level1 PNG ,1.2700%,Level3 PNG ,0.0100%,Level4 PNG ,0%,Level0 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/13975_right.png ,Level0 PNG ,99.0500%,Level2 PNG ,0.5700%,Level4 PNG ,0.3800%,Level1 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/11815_left.png ,Level4 PNG ,71.6900%,Level0 PNG ,25.1700%,Level1 PNG ,2.800%,Level2 PNG ,0.3400%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/12951_right.png ,Level1 PNG ,45.7200%,Level2 PNG ,33.7300%,Level0 PNG ,20.5500%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/10831_left.png ,Level0 PNG ,83.7100%,Level4 PNG ,15.400%,Level1 PNG ,0.8700%,Level2 PNG ,0.0200%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/14456_left.png ,Level2 PNG ,100%,Level0 PNG ,0%,Level1 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/16748_left.png ,Level0 PNG ,100%,Level1 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%,Level2 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/14855_right.png ,Level2 PNG ,56.5900%,Level1 PNG ,43.4100%,Level0 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/10734_right.png ,Level2 PNG ,79.2100%,Level1 PNG ,20.6100%,Level0 PNG ,0.1800%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/1032_right.png ,Level1 PNG ,96.3900%,Level0 PNG ,2.8900%,Level2 PNG ,0.7200%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/15938_right.png ,Level4 PNG ,80.7300%,Level0 PNG ,15.9900%,Level2 PNG ,2.3300%,Level1 PNG ,0.9400%,Level3 PNG ,0.0100%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/14703_left.png ,Level2 PNG ,99.7200%,Level0 PNG ,0.1800%,Level1 PNG ,0.0500%,Level4 PNG ,0.0400%,Level3 PNG ,0.0100%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/11770_left.png ,Level1 PNG ,100%,Level0 PNG ,0%,Level2 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/1178_left.png ,Level2 PNG ,83.900%,Level0 PNG ,9.2300%,Level3 PNG ,3.5800%,Level1 PNG ,2.6800%,Level4 PNG ,0.600%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/12211_right.png ,Level1 PNG ,74.9200%,Level2 PNG ,18.1900%,Level0 PNG ,6.8900%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/14159_right.png ,Level0 PNG ,99.9500%,Level2 PNG ,0.0300%,Level1 PNG ,0.0200%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/10135_right.png ,Level0 PNG ,98.0600%,Level1 PNG ,1.8700%,Level2 PNG ,0.0800%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/1487_left.png ,Level0 PNG ,99.9400%,Level1 PNG ,0.0600%,Level4 PNG ,0%,Level2 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/13486_right.png ,Level1 PNG ,50.4200%,Level0 PNG ,49.5800%,Level2 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/10671_right.png ,Level2 PNG ,99.9600%,Level1 PNG ,0.0400%,Level0 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/11364_right.png ,Level0 PNG ,98.5800%,Level1 PNG ,1.1300%,Level4 PNG ,0.1800%,Level2 PNG ,0.1100%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/14436_left.png ,Level1 PNG ,99.5300%,Level0 PNG ,0.4300%,Level2 PNG ,0.0400%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/11649_left.png ,Level0 PNG ,100%,Level1 PNG ,0%,Level2 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/13966_right.png ,Level0 PNG ,99.1900%,Level1 PNG ,0.7100%,Level3 PNG ,0.100%,Level2 PNG ,0.0100%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/12859_right.png ,Level1 PNG ,81.5700%,Level2 PNG ,13.6700%,Level0 PNG ,4.7600%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/10319_right.png ,Level0 PNG ,77.0500%,Level1 PNG ,21.8200%,Level4 PNG ,0.7500%,Level2 PNG ,0.3800%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/12434_right.png ,Level1 PNG ,73.0600%,Level0 PNG ,23.4400%,Level2 PNG ,3.4800%,Level3 PNG ,0.0200%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/15914_right.png ,Level0 PNG ,86.4100%,Level1 PNG ,13.0200%,Level4 PNG ,0.5600%,Level2 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/10319_left.png ,Level1 PNG ,47.0800%,Level2 PNG ,45.1700%,Level4 PNG ,4.4600%,Level0 PNG ,2.9100%,Level3 PNG ,0.3800%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/13493_left.png ,Level1 PNG ,95.9100%,Level2 PNG ,4.0400%,Level0 PNG ,0.0300%,Level3 PNG ,0.0200%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/10386_left.png ,Level0 PNG ,99.6600%,Level1 PNG ,0.1900%,Level2 PNG ,0.1500%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/14530_right.png ,Level2 PNG ,99.8500%,Level0 PNG ,0.0900%,Level3 PNG ,0.0600%,Level4 PNG ,0%,Level1 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/11345_right.png ,Level1 PNG ,100%,Level2 PNG ,0%,Level0 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/14323_right.png ,Level1 PNG ,98.5900%,Level0 PNG ,1.4100%,Level2 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/12092_right.png ,Level2 PNG ,100%,Level0 PNG ,0%,Level4 PNG ,0%,Level1 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/16043_right.png ,Level0 PNG ,99.8300%,Level1 PNG ,0.1600%,Level4 PNG ,0.0200%,Level2 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/10811_left.png ,Level2 PNG ,88.4400%,Level0 PNG ,10.900%,Level1 PNG ,0.5800%,Level3 PNG ,0.0900%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/12839_right.png ,Level0 PNG ,95.100%,Level1 PNG ,4.900%,Level2 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/11288_left.png ,Level1 PNG ,98.3800%,Level0 PNG ,1.2900%,Level2 PNG ,0.2900%,Level3 PNG ,0.0400%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/14626_right.png ,Level2 PNG ,63.2100%,Level0 PNG ,35.5100%,Level1 PNG ,1.2900%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/15185_left.png ,Level1 PNG ,75.4400%,Level0 PNG ,24.5600%,Level2 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/17044_left.png ,Level1 PNG ,87.1100%,Level2 PNG ,12.6800%,Level0 PNG ,0.2100%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/14486_right.png ,Level1 PNG ,99.9400%,Level2 PNG ,0.0600%,Level0 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/15557_left.png ,Level2 PNG ,99.9400%,Level0 PNG ,0.0200%,Level1 PNG ,0.0200%,Level3 PNG ,0.0100%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/13446_right.png ,Level1 PNG ,99.8500%,Level0 PNG ,0.1400%,Level2 PNG ,0.0100%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/15138_right.png ,Level2 PNG ,100%,Level1 PNG ,0%,Level0 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/13353_left.png ,Level0 PNG ,97.3400%,Level1 PNG ,2.500%,Level2 PNG ,0.1200%,Level3 PNG ,0.0500%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/15656_right.png ,Level1 PNG ,72.1600%,Level2 PNG ,25.1600%,Level0 PNG ,2.6800%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/11058_left.png ,Level2 PNG ,99.2700%,Level0 PNG ,0.4900%,Level4 PNG ,0.1800%,Level1 PNG ,0.0500%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/1500_left.png ,Level2 PNG ,100%,Level4 PNG ,0%,Level1 PNG ,0%,Level0 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/13494_left.png ,Level1 PNG ,99.9700%,Level2 PNG ,0.0300%,Level0 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/1501_right.png ,Level2 PNG ,91.2600%,Level0 PNG ,8.7200%,Level1 PNG ,0.0200%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/13267_right.png ,Level4 PNG ,73.9600%,Level0 PNG ,25.8600%,Level1 PNG ,0.1800%,Level2 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/13705_right.png ,Level0 PNG ,96.00%,Level1 PNG ,3.8300%,Level4 PNG ,0.1100%,Level2 PNG ,0.0600%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/10159_left.png ,Level1 PNG ,99.9900%,Level2 PNG ,0.0100%,Level0 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/1743_right.png ,Level2 PNG ,99.0400%,Level1 PNG ,0.9300%,Level0 PNG ,0.0300%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/12268_left.png ,Level2 PNG ,99.8900%,Level1 PNG ,0.1100%,Level3 PNG ,0%,Level0 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/11539_left.png ,Level0 PNG ,99.9800%,Level1 PNG ,0.0200%,Level2 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/13597_right.png ,Level2 PNG ,99.700%,Level0 PNG ,0.1700%,Level1 PNG ,0.1300%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/15515_left.png ,Level2 PNG ,99.7200%,Level1 PNG ,0.2500%,Level0 PNG ,0.0300%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/15000_right.png ,Level0 PNG ,99.9900%,Level2 PNG ,0.0100%,Level1 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/11098_right.png ,Level2 PNG ,97.5600%,Level1 PNG ,1.4800%,Level4 PNG ,0.8800%,Level0 PNG ,0.0700%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/12271_left.png ,Level0 PNG ,97.9300%,Level1 PNG ,1.9300%,Level2 PNG ,0.1500%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/11759_left.png ,Level0 PNG ,48.8800%,Level4 PNG ,47.3300%,Level2 PNG ,3.6800%,Level3 PNG ,0.0800%,Level1 PNG ,0.0300%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/16510_left.png ,Level2 PNG ,99.9900%,Level1 PNG ,0.0100%,Level4 PNG ,0%,Level3 PNG ,0%,Level0 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/10920_left.png ,Level1 PNG ,66.3200%,Level2 PNG ,33.4200%,Level3 PNG ,0.2500%,Level4 PNG ,0.0100%,Level0 PNG ,0.0100%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/16365_left.png ,Level2 PNG ,99.8300%,Level1 PNG ,0.1700%,Level0 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/12988_left.png ,Level1 PNG ,100%,Level2 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%,Level0 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/12445_right.png ,Level4 PNG ,100%,Level2 PNG ,0%,Level1 PNG ,0%,Level0 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/13668_left.png ,Level2 PNG ,62.2300%,Level1 PNG ,23.5100%,Level0 PNG ,14.2600%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/1919_right.png ,Level1 PNG ,100%,Level2 PNG ,0%,Level0 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/14723_left.png ,Level1 PNG ,100%,Level0 PNG ,0%,Level2 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/11230_right.png ,Level2 PNG ,81.0100%,Level0 PNG ,18.2900%,Level1 PNG ,0.6800%,Level4 PNG ,0.0100%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/16581_left.png ,Level2 PNG ,64.4400%,Level3 PNG ,24.9200%,Level0 PNG ,10.6300%,Level4 PNG ,0%,Level1 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/1419_left.png ,Level2 PNG ,100%,Level0 PNG ,0%,Level4 PNG ,0%,Level1 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/11085_right.png ,Level0 PNG ,99.3700%,Level2 PNG ,0.6200%,Level1 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/14053_left.png ,Level2 PNG ,99.6400%,Level0 PNG ,0.3600%,Level1 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/11187_left.png ,Level2 PNG ,100%,Level0 PNG ,0%,Level1 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/14807_left.png ,Level2 PNG ,99.900%,Level0 PNG ,0.100%,Level1 PNG ,0.0100%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/14159_left.png ,Level0 PNG ,99.6300%,Level2 PNG ,0.2500%,Level1 PNG ,0.100%,Level4 PNG ,0.0200%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/14160_left.png ,Level2 PNG ,100%,Level1 PNG ,0%,Level0 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/15799_left.png ,Level2 PNG ,97.5900%,Level1 PNG ,1.300%,Level0 PNG ,1.100%,Level4 PNG ,0.0100%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/11649_right.png ,Level0 PNG ,99.9700%,Level1 PNG ,0.0300%,Level2 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/12299_left.png ,Level1 PNG ,56.2200%,Level2 PNG ,43.7400%,Level0 PNG ,0.0400%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/12111_right.png ,Level1 PNG ,82.9300%,Level2 PNG ,16.9300%,Level3 PNG ,0.1400%,Level4 PNG ,0%,Level0 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/15712_left.png ,Level0 PNG ,99.9800%,Level1 PNG ,0.0200%,Level2 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/16741_right.png ,Level1 PNG ,98.7100%,Level2 PNG ,1.2900%,Level0 PNG ,0.0100%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/16609_right.png ,Level2 PNG ,86.7900%,Level1 PNG ,13.2100%,Level0 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/13856_left.png ,Level1 PNG ,99.9900%,Level0 PNG ,0.0100%,Level2 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/17036_right.png ,Level2 PNG ,99.2600%,Level1 PNG ,0.7300%,Level0 PNG ,0.0100%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/13038_left.png ,Level1 PNG ,99.9600%,Level2 PNG ,0.0400%,Level4 PNG ,0%,Level0 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/13180_right.png ,Level0 PNG ,88.9100%,Level2 PNG ,9.500%,Level1 PNG ,1.300%,Level4 PNG ,0.2900%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/15_right.png ,Level0 PNG ,78.9500%,Level2 PNG ,19.400%,Level1 PNG ,1.6500%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/12386_left.png ,Level0 PNG ,79.5900%,Level4 PNG ,20.4100%,Level2 PNG ,0%,Level1 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/1407_left.png ,Level0 PNG ,95.8500%,Level1 PNG ,4.1500%,Level4 PNG ,0%,Level2 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/14205_left.png ,Level2 PNG ,76.6100%,Level0 PNG ,20.5500%,Level1 PNG ,2.5900%,Level3 PNG ,0.2400%,Level4 PNG ,0.0100%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/16835_left.png ,Level1 PNG ,58.8800%,Level0 PNG ,40.3900%,Level2 PNG ,0.7300%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/13175_left.png ,Level1 PNG ,63.7400%,Level2 PNG ,36.2600%,Level0 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/11217_left.png ,Level2 PNG ,99.9100%,Level0 PNG ,0.0700%,Level3 PNG ,0.0100%,Level1 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/15154_left.png ,Level2 PNG ,73.3200%,Level0 PNG ,23.9500%,Level1 PNG ,2.7300%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/10501_right.png ,Level2 PNG ,89.8700%,Level1 PNG ,9.0200%,Level0 PNG ,1.100%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/12990_left.png ,Level0 PNG ,96.300%,Level1 PNG ,1.9800%,Level2 PNG ,1.7300%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/15273_right.png ,Level2 PNG ,99.3200%,Level4 PNG ,0.5400%,Level0 PNG ,0.1300%,Level1 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/16510_right.png ,Level1 PNG ,73.7600%,Level2 PNG ,26.2300%,Level3 PNG ,0%,Level0 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/12628_left.png ,Level1 PNG ,62.400%,Level2 PNG ,31.6500%,Level0 PNG ,5.9300%,Level4 PNG ,0.0300%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/13667_right.png ,Level0 PNG ,92.3400%,Level1 PNG ,7.0300%,Level2 PNG ,0.6300%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/12805_left.png ,Level0 PNG ,95.3400%,Level2 PNG ,2.700%,Level1 PNG ,1.6500%,Level4 PNG ,0.3100%,Level3 PNG ,0.0100%
/home/ubuntu/ImageDataSet_1000_PNG/Level2_PNG/13627_left.png ,Level2 PNG ,84.8800%,Level0 PNG ,10.4200%,Level3 PNG ,2.9900%,Level4 PNG ,0.9500%,Level1 PNG ,0.7600%
