Train Caffe Model Done,,,,,,,,,,
/home/ubuntu/ImageSet/Level0_PNG/1302_left.png ,Level0 PNG ,97.26%,Level1 PNG ,1.98%,Level2 PNG ,0.72%,Level4 PNG ,0.02%,Level3 PNG ,0.01%
/home/ubuntu/ImageSet/Level2_PNG/16007_left.png ,Level2 PNG ,97.76%,Level4 PNG ,1.26%,Level0 PNG ,0.96%,Level1 PNG ,0.02%,Level3 PNG ,0.01%
/home/ubuntu/ImageSet/Level2_PNG/1743_right.png ,Level2 PNG ,91.14%,Level0 PNG ,4.69%,Level1 PNG ,4.0%,Level4 PNG ,0.12%,Level3 PNG ,0.05%
/home/ubuntu/ImageSet/Level2_PNG/17049_right.png ,Level1 PNG ,44.61%,Level0 PNG ,40.36%,Level2 PNG ,14.84%,Level4 PNG ,0.1%,Level3 PNG ,0.09%
/home/ubuntu/ImageSet/Level2_PNG/10230_right.png ,Level0 PNG ,48.34%,Level1 PNG ,30.22%,Level2 PNG ,20.07%,Level4 PNG ,1.2%,Level3 PNG ,0.16%
/home/ubuntu/ImageSet/Level2_PNG/12805_right.png ,Level1 PNG ,52.13%,Level0 PNG ,46.51%,Level2 PNG ,1.17%,Level3 PNG ,0.14%,Level4 PNG ,0.05%
/home/ubuntu/ImageSet/Level2_PNG/12951_right.png ,Level0 PNG ,62.09%,Level2 PNG ,28.05%,Level1 PNG ,8.79%,Level4 PNG ,0.57%,Level3 PNG ,0.51%
/home/ubuntu/ImageSet/Level2_PNG/1167_right.png ,Level0 PNG ,81.2%,Level2 PNG ,13.49%,Level1 PNG ,4.64%,Level4 PNG ,0.59%,Level3 PNG ,0.08%
/home/ubuntu/ImageSet/Level2_PNG/10966_left.png ,Level0 PNG ,41.25%,Level1 PNG ,31.86%,Level2 PNG ,24.99%,Level4 PNG ,1.69%,Level3 PNG ,0.21%
/home/ubuntu/ImageSet/Level2_PNG/16629_right.png ,Level2 PNG ,61.44%,Level0 PNG ,27.61%,Level1 PNG ,9.09%,Level4 PNG ,1.16%,Level3 PNG ,0.69%
/home/ubuntu/ImageSet/Level2_PNG/1557_right.png ,Level2 PNG ,87.5%,Level0 PNG ,9.92%,Level1 PNG ,1.95%,Level4 PNG ,0.56%,Level3 PNG ,0.07%
/home/ubuntu/ImageSet/Level2_PNG/11496_left.png ,Level2 PNG ,97.28%,Level1 PNG ,1.11%,Level0 PNG ,0.94%,Level4 PNG ,0.64%,Level3 PNG ,0.03%
/home/ubuntu/ImageSet/Level2_PNG/16832_left.png ,Level0 PNG ,90.49%,Level2 PNG ,6.35%,Level1 PNG ,3.02%,Level4 PNG ,0.13%,Level3 PNG ,0.02%
/home/ubuntu/ImageSet/Level2_PNG/1636_left.png ,Level2 PNG ,71.58%,Level0 PNG ,20.16%,Level4 PNG ,7.64%,Level3 PNG ,0.44%,Level1 PNG ,0.18%
/home/ubuntu/ImageSet/Level2_PNG/11125_left.png ,Level0 PNG ,44.8%,Level1 PNG ,35.23%,Level2 PNG ,13.44%,Level4 PNG ,6.29%,Level3 PNG ,0.23%
/home/ubuntu/ImageSet/Level2_PNG/16290_right.png ,Level0 PNG ,53.63%,Level2 PNG ,29.47%,Level1 PNG ,12.23%,Level4 PNG ,2.53%,Level3 PNG ,2.13%
/home/ubuntu/ImageSet/Level2_PNG/15354_left.png ,Level0 PNG ,53.66%,Level1 PNG ,26.72%,Level2 PNG ,12.17%,Level4 PNG ,7.03%,Level3 PNG ,0.42%
/home/ubuntu/ImageSet/Level2_PNG/13038_left.png ,Level2 PNG ,92.26%,Level0 PNG ,5.12%,Level1 PNG ,2.02%,Level4 PNG ,0.5%,Level3 PNG ,0.1%
/home/ubuntu/ImageSet/Level2_PNG/1928_right.png ,Level2 PNG ,73.37%,Level0 PNG ,18.05%,Level1 PNG ,6.82%,Level3 PNG ,1.32%,Level4 PNG ,0.44%
/home/ubuntu/ImageSet/Level2_PNG/12111_right.png ,Level2 PNG ,77.67%,Level3 PNG ,8.16%,Level1 PNG ,6.66%,Level0 PNG ,6.45%,Level4 PNG ,1.06%
/home/ubuntu/ImageSet/Level2_PNG/1290_right.png ,Level2 PNG ,71.15%,Level1 PNG ,13.78%,Level0 PNG ,12.57%,Level4 PNG ,2.39%,Level3 PNG ,0.11%
/home/ubuntu/ImageSet/Level2_PNG/16150_left.png ,Level2 PNG ,65.68%,Level0 PNG ,19.2%,Level1 PNG ,12.27%,Level3 PNG ,2.68%,Level4 PNG ,0.17%
/home/ubuntu/ImageSet/Level2_PNG/12036_left.png ,Level2 PNG ,63.02%,Level0 PNG ,33.4%,Level1 PNG ,3.24%,Level3 PNG ,0.21%,Level4 PNG ,0.13%
/home/ubuntu/ImageSet/Level2_PNG/10457_left.png ,Level1 PNG ,43.74%,Level0 PNG ,35.86%,Level2 PNG ,20.06%,Level4 PNG ,0.21%,Level3 PNG ,0.13%
/home/ubuntu/ImageSet/Level2_PNG/13126_right.png ,Level0 PNG ,59.21%,Level1 PNG ,25.93%,Level2 PNG ,13.92%,Level3 PNG ,0.61%,Level4 PNG ,0.32%
/home/ubuntu/ImageSet/Level2_PNG/1607_left.png ,Level0 PNG ,45.59%,Level2 PNG ,32.48%,Level1 PNG ,18.12%,Level3 PNG ,2.08%,Level4 PNG ,1.73%
/home/ubuntu/ImageSet/Level2_PNG/10043_right.png ,Level2 PNG ,75.08%,Level0 PNG ,17.62%,Level1 PNG ,3.85%,Level4 PNG ,3.23%,Level3 PNG ,0.22%
/home/ubuntu/ImageSet/Level2_PNG/1178_right.png ,Level2 PNG ,83.29%,Level0 PNG ,10.22%,Level1 PNG ,5.08%,Level3 PNG ,0.93%,Level4 PNG ,0.48%
/home/ubuntu/ImageSet/Level2_PNG/12257_right.png ,Level0 PNG ,67.71%,Level1 PNG ,19.54%,Level2 PNG ,11.94%,Level3 PNG ,0.42%,Level4 PNG ,0.39%
/home/ubuntu/ImageSet/Level2_PNG/12329_left.png ,Level0 PNG ,64.17%,Level2 PNG ,20.89%,Level3 PNG ,12.09%,Level4 PNG ,1.59%,Level1 PNG ,1.25%
/home/ubuntu/ImageSet/Level2_PNG/15656_left.png ,Level0 PNG ,95.78%,Level1 PNG ,2.35%,Level2 PNG ,1.8%,Level3 PNG ,0.04%,Level4 PNG ,0.03%
/home/ubuntu/ImageSet/Level2_PNG/15120_right.png ,Level0 PNG ,91.92%,Level2 PNG ,7.97%,Level4 PNG ,0.1%,Level1 PNG ,0.0%,Level3 PNG ,0.0%
/home/ubuntu/ImageSet/Level2_PNG/14987_left.png ,Level2 PNG ,77.94%,Level3 PNG ,9.64%,Level0 PNG ,6.55%,Level4 PNG ,3.21%,Level1 PNG ,2.66%
/home/ubuntu/ImageSet/Level2_PNG/13112_right.png ,Level2 PNG ,68.94%,Level0 PNG ,19.33%,Level1 PNG ,11.38%,Level4 PNG ,0.21%,Level3 PNG ,0.15%
/home/ubuntu/ImageSet/Level2_PNG/13638_left.png ,Level1 PNG ,42.89%,Level0 PNG ,42.41%,Level2 PNG ,14.16%,Level4 PNG ,0.29%,Level3 PNG ,0.25%
/home/ubuntu/ImageSet/Level2_PNG/16061_left.png ,Level0 PNG ,93.73%,Level1 PNG ,5.5%,Level4 PNG ,0.44%,Level2 PNG ,0.31%,Level3 PNG ,0.03%
/home/ubuntu/ImageSet/Level2_PNG/10658_right.png ,Level0 PNG ,58.52%,Level1 PNG ,33.74%,Level2 PNG ,7.04%,Level4 PNG ,0.53%,Level3 PNG ,0.18%
/home/ubuntu/ImageSet/Level2_PNG/13668_left.png ,Level2 PNG ,62.69%,Level0 PNG ,29.53%,Level3 PNG ,3.82%,Level1 PNG ,3.61%,Level4 PNG ,0.35%
/home/ubuntu/ImageSet/Level2_PNG/15509_left.png ,Level0 PNG ,99.14%,Level2 PNG ,0.4%,Level1 PNG ,0.25%,Level4 PNG ,0.21%,Level3 PNG ,0.0%
/home/ubuntu/ImageSet/Level2_PNG/11661_right.png ,Level0 PNG ,85.32%,Level1 PNG ,12.83%,Level2 PNG ,1.74%,Level3 PNG ,0.09%,Level4 PNG ,0.03%
/home/ubuntu/ImageSet/Level2_PNG/12306_right.png ,Level0 PNG ,81.37%,Level2 PNG ,14.05%,Level1 PNG ,4.08%,Level4 PNG ,0.39%,Level3 PNG ,0.12%
/home/ubuntu/ImageSet/Level2_PNG/11823_right.png ,Level2 PNG ,78.7%,Level0 PNG ,17.67%,Level1 PNG ,2.49%,Level3 PNG ,0.61%,Level4 PNG ,0.53%
/home/ubuntu/ImageSet/Level2_PNG/16971_right.png ,Level0 PNG ,60.48%,Level2 PNG ,32.99%,Level1 PNG ,5.01%,Level4 PNG ,1.5%,Level3 PNG ,0.02%
/home/ubuntu/ImageSet/Level2_PNG/14855_right.png ,Level2 PNG ,96.35%,Level1 PNG ,3.21%,Level0 PNG ,0.21%,Level4 PNG ,0.15%,Level3 PNG ,0.08%
/home/ubuntu/ImageSet/Level2_PNG/1919_right.png ,Level0 PNG ,75.19%,Level2 PNG ,15.56%,Level1 PNG ,8.51%,Level4 PNG ,0.74%,Level3 PNG ,0.01%
/home/ubuntu/ImageSet/Level2_PNG/16171_right.png ,Level0 PNG ,48.1%,Level2 PNG ,28.7%,Level1 PNG ,20.46%,Level4 PNG ,2.36%,Level3 PNG ,0.38%
/home/ubuntu/ImageSet/Level2_PNG/16991_right.png ,Level0 PNG ,55.9%,Level2 PNG ,35.69%,Level1 PNG ,7.5%,Level4 PNG ,0.8%,Level3 PNG ,0.1%
/home/ubuntu/ImageSet/Level2_PNG/15056_right.png ,Level0 PNG ,84.96%,Level1 PNG ,7.93%,Level2 PNG ,4.94%,Level4 PNG ,1.91%,Level3 PNG ,0.26%
/home/ubuntu/ImageSet/Level2_PNG/12451_left.png ,Level0 PNG ,86.29%,Level2 PNG ,9.94%,Level1 PNG ,3.67%,Level4 PNG ,0.08%,Level3 PNG ,0.02%
/home/ubuntu/ImageSet/Level2_PNG/16386_right.png ,Level0 PNG ,86.51%,Level1 PNG ,8.22%,Level2 PNG ,5.22%,Level3 PNG ,0.03%,Level4 PNG ,0.01%
/home/ubuntu/ImageSet/Level2_PNG/12739_left.png ,Level0 PNG ,67.76%,Level2 PNG ,24.78%,Level1 PNG ,6.83%,Level4 PNG ,0.59%,Level3 PNG ,0.04%
/home/ubuntu/ImageSet/Level2_PNG/13892_right.png ,Level2 PNG ,96.92%,Level0 PNG ,2.7%,Level1 PNG ,0.29%,Level4 PNG ,0.09%,Level3 PNG ,0.0%
/home/ubuntu/ImageSet/Level2_PNG/10401_right.png ,Level2 PNG ,75.24%,Level0 PNG ,17.94%,Level1 PNG ,5.59%,Level4 PNG ,1.14%,Level3 PNG ,0.08%
/home/ubuntu/ImageSet/Level2_PNG/12082_right.png ,Level0 PNG ,93.13%,Level1 PNG ,6.34%,Level2 PNG ,0.5%,Level3 PNG ,0.02%,Level4 PNG ,0.01%
/home/ubuntu/ImageSet/Level2_PNG/12316_left.png ,Level0 PNG ,82.05%,Level1 PNG ,14.28%,Level2 PNG ,3.55%,Level4 PNG ,0.08%,Level3 PNG ,0.04%
/home/ubuntu/ImageSet/Level2_PNG/1107_right.png ,Level0 PNG ,59.78%,Level2 PNG ,36.75%,Level1 PNG ,2.61%,Level4 PNG ,0.81%,Level3 PNG ,0.04%
/home/ubuntu/ImageSet/Level2_PNG/15696_right.png ,Level0 PNG ,87.38%,Level1 PNG ,11.63%,Level2 PNG ,0.51%,Level4 PNG ,0.4%,Level3 PNG ,0.07%
/home/ubuntu/ImageSet/Level2_PNG/12301_left.png ,Level0 PNG ,96.69%,Level1 PNG ,2.24%,Level2 PNG ,1.03%,Level4 PNG ,0.03%,Level3 PNG ,0.02%
/home/ubuntu/ImageSet/Level2_PNG/14053_right.png ,Level0 PNG ,93.65%,Level2 PNG ,3.94%,Level1 PNG ,1.9%,Level4 PNG ,0.49%,Level3 PNG ,0.02%
/home/ubuntu/ImageSet/Level2_PNG/13568_right.png ,Level0 PNG ,48.04%,Level2 PNG ,30.69%,Level1 PNG ,19.24%,Level3 PNG ,1.92%,Level4 PNG ,0.11%
/home/ubuntu/ImageSet/Level2_PNG/14530_right.png ,Level2 PNG ,52.01%,Level0 PNG ,26.0%,Level3 PNG ,11.17%,Level1 PNG ,5.96%,Level4 PNG ,4.86%
/home/ubuntu/ImageSet/Level2_PNG/12988_left.png ,Level2 PNG ,74.58%,Level1 PNG ,14.4%,Level0 PNG ,6.81%,Level4 PNG ,3.42%,Level3 PNG ,0.79%
/home/ubuntu/ImageSet/Level2_PNG/11759_left.png ,Level0 PNG ,62.0%,Level1 PNG ,33.03%,Level4 PNG ,2.48%,Level2 PNG ,2.31%,Level3 PNG ,0.19%
/home/ubuntu/ImageSet/Level2_PNG/1947_left.png ,Level0 PNG ,93.78%,Level1 PNG ,4.01%,Level2 PNG ,2.02%,Level4 PNG ,0.19%,Level3 PNG ,0.01%
/home/ubuntu/ImageSet/Level2_PNG/11164_right.png ,Level0 PNG ,81.62%,Level2 PNG ,14.97%,Level1 PNG ,2.41%,Level4 PNG ,0.93%,Level3 PNG ,0.08%
/home/ubuntu/ImageSet/Level2_PNG/16327_left.png ,Level0 PNG ,39.86%,Level2 PNG ,31.41%,Level1 PNG ,26.22%,Level3 PNG ,1.76%,Level4 PNG ,0.75%
/home/ubuntu/ImageSet/Level2_PNG/1296_left.png ,Level0 PNG ,37.26%,Level2 PNG ,36.81%,Level1 PNG ,22.5%,Level4 PNG ,3.26%,Level3 PNG ,0.17%
/home/ubuntu/ImageSet/Level2_PNG/14249_left.png ,Level0 PNG ,53.35%,Level4 PNG ,36.01%,Level2 PNG ,9.92%,Level1 PNG ,0.41%,Level3 PNG ,0.31%
/home/ubuntu/ImageSet/Level2_PNG/12734_left.png ,Level2 PNG ,49.47%,Level1 PNG ,37.0%,Level0 PNG ,11.64%,Level4 PNG ,0.95%,Level3 PNG ,0.93%
/home/ubuntu/ImageSet/Level2_PNG/10230_left.png ,Level0 PNG ,92.36%,Level1 PNG ,5.15%,Level2 PNG ,2.15%,Level4 PNG ,0.29%,Level3 PNG ,0.04%
/home/ubuntu/ImageSet/Level2_PNG/13820_left.png ,Level0 PNG ,90.51%,Level2 PNG ,7.34%,Level1 PNG ,1.78%,Level4 PNG ,0.37%,Level3 PNG ,0.01%
/home/ubuntu/ImageSet/Level2_PNG/12480_left.png ,Level2 PNG ,64.82%,Level1 PNG ,21.77%,Level0 PNG ,13.09%,Level4 PNG ,0.21%,Level3 PNG ,0.11%
/home/ubuntu/ImageSet/Level2_PNG/10647_left.png ,Level2 PNG ,99.29%,Level0 PNG ,0.65%,Level1 PNG ,0.04%,Level4 PNG ,0.02%,Level3 PNG ,0.0%
/home/ubuntu/ImageSet/Level2_PNG/14269_right.png ,Level0 PNG ,99.06%,Level1 PNG ,0.76%,Level2 PNG ,0.11%,Level4 PNG ,0.07%,Level3 PNG ,0.0%
/home/ubuntu/ImageSet/Level2_PNG/11649_left.png ,Level0 PNG ,94.87%,Level1 PNG ,4.83%,Level2 PNG ,0.23%,Level4 PNG ,0.06%,Level3 PNG ,0.01%
/home/ubuntu/ImageSet/Level2_PNG/17052_left.png ,Level2 PNG ,94.06%,Level1 PNG ,5.7%,Level3 PNG ,0.09%,Level0 PNG ,0.08%,Level4 PNG ,0.07%
/home/ubuntu/ImageSet/Level2_PNG/184_left.png ,Level1 PNG ,56.01%,Level2 PNG ,36.43%,Level0 PNG ,4.42%,Level4 PNG ,1.76%,Level3 PNG ,1.38%
/home/ubuntu/ImageSet/Level2_PNG/17040_left.png ,Level0 PNG ,59.31%,Level2 PNG ,29.36%,Level4 PNG ,9.95%,Level1 PNG ,1.34%,Level3 PNG ,0.05%
/home/ubuntu/ImageSet/Level2_PNG/1552_left.png ,Level1 PNG ,52.37%,Level2 PNG ,33.57%,Level0 PNG ,13.59%,Level4 PNG ,0.35%,Level3 PNG ,0.11%
/home/ubuntu/ImageSet/Level2_PNG/1204_left.png ,Level0 PNG ,87.75%,Level2 PNG ,5.58%,Level1 PNG ,4.86%,Level4 PNG ,1.73%,Level3 PNG ,0.07%
/home/ubuntu/ImageSet/Level2_PNG/16600_right.png ,Level2 PNG ,44.34%,Level1 PNG ,24.4%,Level0 PNG ,16.6%,Level3 PNG ,13.08%,Level4 PNG ,1.59%
/home/ubuntu/ImageSet/Level2_PNG/1675_right.png ,Level0 PNG ,87.45%,Level2 PNG ,8.8%,Level1 PNG ,2.75%,Level4 PNG ,0.97%,Level3 PNG ,0.03%
/home/ubuntu/ImageSet/Level2_PNG/15023_right.png ,Level0 PNG ,53.09%,Level1 PNG ,32.72%,Level2 PNG ,13.48%,Level4 PNG ,0.37%,Level3 PNG ,0.33%
/home/ubuntu/ImageSet/Level2_PNG/16038_left.png ,Level2 PNG ,71.81%,Level0 PNG ,18.56%,Level1 PNG ,8.32%,Level4 PNG ,1.11%,Level3 PNG ,0.2%
/home/ubuntu/ImageSet/Level2_PNG/1607_right.png ,Level1 PNG ,73.36%,Level0 PNG ,15.86%,Level2 PNG ,9.75%,Level3 PNG ,0.59%,Level4 PNG ,0.43%
/home/ubuntu/ImageSet/Level2_PNG/12257_left.png ,Level0 PNG ,85.28%,Level2 PNG ,11.04%,Level1 PNG ,2.14%,Level4 PNG ,1.34%,Level3 PNG ,0.19%
/home/ubuntu/ImageSet/Level2_PNG/11724_right.png ,Level0 PNG ,54.0%,Level2 PNG ,22.09%,Level1 PNG ,21.93%,Level4 PNG ,1.56%,Level3 PNG ,0.41%
/home/ubuntu/ImageSet/Level2_PNG/15396_left.png ,Level1 PNG ,45.66%,Level0 PNG ,37.09%,Level2 PNG ,15.07%,Level3 PNG ,1.19%,Level4 PNG ,0.99%
/home/ubuntu/ImageSet/Level2_PNG/129_right.png ,Level0 PNG ,85.97%,Level1 PNG ,13.03%,Level2 PNG ,0.98%,Level3 PNG ,0.01%,Level4 PNG ,0.01%
/home/ubuntu/ImageSet/Level2_PNG/11503_left.png ,Level2 PNG ,93.95%,Level0 PNG ,5.32%,Level1 PNG ,0.7%,Level4 PNG ,0.02%,Level3 PNG ,0.01%
/home/ubuntu/ImageSet/Level2_PNG/11409_right.png ,Level2 PNG ,90.59%,Level0 PNG ,5.1%,Level1 PNG ,3.68%,Level4 PNG ,0.45%,Level3 PNG ,0.18%
/home/ubuntu/ImageSet/Level2_PNG/16224_left.png ,Level1 PNG ,64.85%,Level0 PNG ,17.85%,Level2 PNG ,16.5%,Level4 PNG ,0.53%,Level3 PNG ,0.28%
/home/ubuntu/ImageSet/Level2_PNG/14723_left.png ,Level0 PNG ,48.69%,Level2 PNG ,36.43%,Level1 PNG ,10.37%,Level4 PNG ,3.62%,Level3 PNG ,0.89%
/home/ubuntu/ImageSet/Level2_PNG/14688_left.png ,Level0 PNG ,68.07%,Level1 PNG ,22.95%,Level2 PNG ,8.92%,Level3 PNG ,0.05%,Level4 PNG ,0.01%
/home/ubuntu/ImageSet/Level2_PNG/16043_left.png ,Level0 PNG ,86.96%,Level1 PNG ,12.81%,Level2 PNG ,0.16%,Level3 PNG ,0.05%,Level4 PNG ,0.01%
/home/ubuntu/ImageSet/Level2_PNG/11384_right.png ,Level0 PNG ,67.39%,Level2 PNG ,23.41%,Level1 PNG ,6.26%,Level3 PNG ,2.78%,Level4 PNG ,0.17%
/home/ubuntu/ImageSet/Level2_PNG/1495_left.png ,Level1 PNG ,54.37%,Level0 PNG ,42.02%,Level2 PNG ,3.18%,Level3 PNG ,0.23%,Level4 PNG ,0.21%
/home/ubuntu/ImageSet/Level2_PNG/14025_left.png ,Level0 PNG ,95.57%,Level1 PNG ,2.37%,Level2 PNG ,1.96%,Level3 PNG ,0.06%,Level4 PNG ,0.04%
/home/ubuntu/ImageSet/Level2_PNG/13029_left.png ,Level0 PNG ,94.81%,Level2 PNG ,3.69%,Level1 PNG ,1.47%,Level4 PNG ,0.03%,Level3 PNG ,0.0%
/home/ubuntu/ImageSet/Level2_PNG/15531_left.png ,Level0 PNG ,93.64%,Level2 PNG ,4.3%,Level1 PNG ,1.3%,Level4 PNG ,0.75%,Level3 PNG ,0.01%
/home/ubuntu/ImageSet/Level2_PNG/11089_left.png ,Level0 PNG ,89.61%,Level1 PNG ,10.18%,Level2 PNG ,0.19%,Level3 PNG ,0.01%,Level4 PNG ,0.01%
/home/ubuntu/ImageSet/Level2_PNG/13780_left.png ,Level0 PNG ,70.66%,Level4 PNG ,11.53%,Level2 PNG ,9.56%,Level3 PNG ,6.07%,Level1 PNG ,2.18%
/home/ubuntu/ImageSet/Level2_PNG/12563_right.png ,Level0 PNG ,81.03%,Level2 PNG ,10.69%,Level1 PNG ,7.88%,Level4 PNG ,0.38%,Level3 PNG ,0.02%
/home/ubuntu/ImageSet/Level2_PNG/14748_left.png ,Level1 PNG ,42.85%,Level2 PNG ,40.49%,Level0 PNG ,15.46%,Level4 PNG ,1.07%,Level3 PNG ,0.13%
/home/ubuntu/ImageSet/Level2_PNG/15938_left.png ,Level0 PNG ,64.51%,Level2 PNG ,30.49%,Level4 PNG ,4.15%,Level1 PNG ,0.86%,Level3 PNG ,0.0%
/home/ubuntu/ImageSet/Level2_PNG/10120_left.png ,Level0 PNG ,90.58%,Level4 PNG ,4.52%,Level2 PNG ,3.69%,Level1 PNG ,1.17%,Level3 PNG ,0.04%
/home/ubuntu/ImageSet/Level2_PNG/1362_left.png ,Level4 PNG ,51.07%,Level2 PNG ,25.59%,Level0 PNG ,16.86%,Level1 PNG ,6.4%,Level3 PNG ,0.09%
/home/ubuntu/ImageSet/Level2_PNG/12628_left.png ,Level0 PNG ,67.95%,Level2 PNG ,27.41%,Level1 PNG ,4.41%,Level4 PNG ,0.2%,Level3 PNG ,0.02%
/home/ubuntu/ImageSet/Level2_PNG/10920_right.png ,Level0 PNG ,67.84%,Level1 PNG ,23.63%,Level2 PNG ,6.65%,Level4 PNG ,1.3%,Level3 PNG ,0.58%
/home/ubuntu/ImageSet/Level2_PNG/14466_left.png ,Level0 PNG ,95.19%,Level2 PNG ,3.01%,Level1 PNG ,1.26%,Level4 PNG ,0.51%,Level3 PNG ,0.03%
/home/ubuntu/ImageSet/Level2_PNG/16971_left.png ,Level0 PNG ,67.28%,Level2 PNG ,25.16%,Level1 PNG ,6.94%,Level4 PNG ,0.55%,Level3 PNG ,0.08%
/home/ubuntu/ImageSet/Level2_PNG/15636_left.png ,Level0 PNG ,77.95%,Level1 PNG ,11.4%,Level2 PNG ,10.28%,Level4 PNG ,0.36%,Level3 PNG ,0.01%
/home/ubuntu/ImageSet/Level2_PNG/14927_left.png ,Level0 PNG ,73.68%,Level1 PNG ,24.57%,Level2 PNG ,1.72%,Level4 PNG ,0.03%,Level3 PNG ,0.01%
/home/ubuntu/ImageSet/Level2_PNG/14626_left.png ,Level0 PNG ,82.78%,Level1 PNG ,10.11%,Level2 PNG ,6.67%,Level4 PNG ,0.35%,Level3 PNG ,0.09%
/home/ubuntu/ImageSet/Level2_PNG/14876_left.png ,Level0 PNG ,58.63%,Level1 PNG ,39.65%,Level2 PNG ,1.56%,Level4 PNG ,0.09%,Level3 PNG ,0.07%
/home/ubuntu/ImageSet/Level2_PNG/11647_right.png ,Level2 PNG ,48.1%,Level0 PNG ,32.05%,Level4 PNG ,10.04%,Level1 PNG ,9.19%,Level3 PNG ,0.62%
/home/ubuntu/ImageSet/Level2_PNG/13643_left.png ,Level1 PNG ,71.72%,Level2 PNG ,26.78%,Level0 PNG ,0.91%,Level3 PNG ,0.52%,Level4 PNG ,0.07%
/home/ubuntu/ImageSet/Level2_PNG/11291_right.png ,Level0 PNG ,73.21%,Level1 PNG ,14.03%,Level2 PNG ,11.44%,Level4 PNG ,0.77%,Level3 PNG ,0.55%
/home/ubuntu/ImageSet/Level2_PNG/15117_right.png ,Level2 PNG ,67.33%,Level0 PNG ,30.12%,Level3 PNG ,1.29%,Level4 PNG ,0.8%,Level1 PNG ,0.46%
/home/ubuntu/ImageSet/Level2_PNG/16030_right.png ,Level0 PNG ,67.04%,Level2 PNG ,25.28%,Level1 PNG ,6.76%,Level4 PNG ,0.91%,Level3 PNG ,0.02%
/home/ubuntu/ImageSet/Level2_PNG/15493_left.png ,Level2 PNG ,43.82%,Level1 PNG ,42.89%,Level0 PNG ,12.05%,Level3 PNG ,0.99%,Level4 PNG ,0.26%
/home/ubuntu/ImageSet/Level2_PNG/10415_left.png ,Level0 PNG ,49.11%,Level1 PNG ,43.35%,Level2 PNG ,7.14%,Level4 PNG ,0.33%,Level3 PNG ,0.06%
/home/ubuntu/ImageSet/Level2_PNG/16832_right.png ,Level0 PNG ,93.1%,Level2 PNG ,3.69%,Level1 PNG ,3.18%,Level4 PNG ,0.02%,Level3 PNG ,0.01%
/home/ubuntu/ImageSet/Level2_PNG/11026_right.png ,Level0 PNG ,66.1%,Level2 PNG ,21.84%,Level1 PNG ,11.86%,Level4 PNG ,0.15%,Level3 PNG ,0.05%
/home/ubuntu/ImageSet/Level2_PNG/12082_left.png ,Level0 PNG ,86.9%,Level1 PNG ,12.94%,Level2 PNG ,0.13%,Level3 PNG ,0.02%,Level4 PNG ,0.0%
/home/ubuntu/ImageSet/Level2_PNG/12478_right.png ,Level0 PNG ,78.74%,Level2 PNG ,17.53%,Level1 PNG ,2.93%,Level4 PNG ,0.68%,Level3 PNG ,0.12%
/home/ubuntu/ImageSet/Level2_PNG/14474_left.png ,Level2 PNG ,93.55%,Level1 PNG ,4.78%,Level4 PNG ,0.84%,Level0 PNG ,0.76%,Level3 PNG ,0.07%
/home/ubuntu/ImageSet/Level2_PNG/11315_right.png ,Level0 PNG ,65.2%,Level2 PNG ,27.15%,Level1 PNG ,7.25%,Level4 PNG ,0.39%,Level3 PNG ,0.02%
/home/ubuntu/ImageSet/Level2_PNG/12988_right.png ,Level2 PNG ,77.87%,Level4 PNG ,8.8%,Level1 PNG ,8.45%,Level0 PNG ,3.0%,Level3 PNG ,1.89%
/home/ubuntu/ImageSet/Level2_PNG/1487_left.png ,Level0 PNG ,94.13%,Level2 PNG ,5.64%,Level1 PNG ,0.2%,Level4 PNG ,0.03%,Level3 PNG ,0.0%
/home/ubuntu/ImageSet/Level2_PNG/16607_left.png ,Level2 PNG ,55.99%,Level1 PNG ,28.96%,Level0 PNG ,13.92%,Level3 PNG ,0.72%,Level4 PNG ,0.42%
/home/ubuntu/ImageSet/Level2_PNG/12990_left.png ,Level2 PNG ,60.15%,Level0 PNG ,22.81%,Level1 PNG ,16.36%,Level3 PNG ,0.36%,Level4 PNG ,0.31%
/home/ubuntu/ImageSet/Level2_PNG/11196_left.png ,Level0 PNG ,59.14%,Level2 PNG ,24.72%,Level3 PNG ,10.92%,Level4 PNG ,2.8%,Level1 PNG ,2.42%
/home/ubuntu/ImageSet/Level2_PNG/10306_left.png ,Level2 PNG ,46.58%,Level0 PNG ,39.1%,Level4 PNG ,11.81%,Level3 PNG ,2.16%,Level1 PNG ,0.35%
/home/ubuntu/ImageSet/Level2_PNG/15918_right.png ,Level0 PNG ,60.12%,Level2 PNG ,29.97%,Level4 PNG ,4.47%,Level1 PNG ,4.45%,Level3 PNG ,1.0%
/home/ubuntu/ImageSet/Level2_PNG/11826_right.png ,Level0 PNG ,95.71%,Level2 PNG ,3.18%,Level1 PNG ,0.61%,Level4 PNG ,0.48%,Level3 PNG ,0.01%
/home/ubuntu/ImageSet/Level2_PNG/10339_left.png ,Level0 PNG ,69.56%,Level2 PNG ,21.41%,Level1 PNG ,8.19%,Level3 PNG ,0.83%,Level4 PNG ,0.02%
/home/ubuntu/ImageSet/Level2_PNG/11539_right.png ,Level0 PNG ,77.7%,Level2 PNG ,19.9%,Level1 PNG ,1.98%,Level4 PNG ,0.29%,Level3 PNG ,0.13%
